time,load_shed,perc_load_served,lines_out,gens_out
10,99.88276087408217,0.9885244989804592,3,2
0,87.6155914183401,0.9899338704712385,3,2
60,0,1,2,1
120,0,1,1,1
180,263.6000000000016,0.9697150735294116,1,1
240,377.99999999999824,0.9565716911764708,0,1
300,378.0000000000046,0.95657169117647,0,1
360,378.0000000000239,0.9565716911764679,0,0
420,378.0000000000523,0.9565716911764646,0,0
480,378.00000000002035,0.9565716911764683,0,0
540,378.00000000002035,0.9565716911764683,0,0
600,378.00000000005264,0.9565716911764646,0,0
660,377.9999999999767,0.9565716911764733,0,0
720,378.0000000000169,0.9565716911764687,0,0
780,378.00000000002035,0.9565716911764683,0,0
840,378.00000000002035,0.9565716911764683,0,0
900,377.99999999997203,0.9565716911764737,0,0
960,377.99999999999204,0.9565716911764715,0,0
1020,377.9999999999951,0.9565716911764712,0,0
1080,378.00000000002314,0.9565716911764679,0,0
1140,378.00000000001603,0.9565716911764687,0,0
1200,377.9999999999979,0.9565716911764708,0,0
1260,378.00000000005144,0.9565716911764648,0,0
1320,378.00000000005264,0.9565716911764646,0,0
1380,378.00000000002035,0.9565716911764683,0,0
1440,377.9999999999967,0.956571691176471,0,0
1500,377.9999999999867,0.956571691176472,0,0
1560,378.00000000002035,0.9565716911764683,0,0
1620,378.00000000005264,0.9565716911764646,0,0
1680,378.00000000002035,0.9565716911764683,0,0
1740,378.00000000002035,0.9565716911764683,0,0
1800,378.00000000004275,0.9565716911764656,0,0
1860,377.9999999999979,0.9565716911764708,0,0
1920,378.00000000002035,0.9565716911764683,0,0
1980,378.00000000004275,0.9565716911764656,0,0
2040,378.00000000002035,0.9565716911764683,0,0
2100,377.9999999999979,0.9565716911764708,0,0
2160,378.0000000000125,0.9565716911764691,0,0
2220,378.00000000004275,0.9565716911764656,0,0
2280,378.0000000000523,0.9565716911764646,0,0
2340,378.0000000000046,0.95657169117647,0,0
2400,378.00000000002035,0.9565716911764683,0,0
2460,378.00000000005264,0.9565716911764646,0,0
2520,378.0000000000274,0.9565716911764675,0,0
2580,378.0000000000556,0.9565716911764641,0,0
2640,378.00000000002035,0.9565716911764683,0,0
2700,378.0000000000523,0.9565716911764646,0,0
2760,378.00000000002035,0.9565716911764683,0,0
2820,378.00000000004985,0.9565716911764649,0,0
2880,378.0000000000125,0.9565716911764691,0,0
2940,378.0000000000002,0.9565716911764706,0,0
3000,378.00000000004985,0.9565716911764649,0,0
3060,378.00000000002035,0.9565716911764683,0,0
3120,0,1,0,0
3180,0,1,0,0
3240,0,1,0,0
3300,0,1,0,0
3360,0,1,0,0
3420,0,1,0,0
3480,0,1,0,0
3540,0,1,0,0
3600,0,1,0,0
3660,0,1,0,0
3720,0,1,0,0
3780,0,1,0,0
3840,0,1,0,0
3900,0,1,0,0
3960,0,1,0,0
4020,0,1,0,0
4080,0,1,0,0
4140,0,1,0,0
4200,0,1,0,0
4260,0,1,0,0
4320,0,1,0,0
4380,0,1,0,0
4440,0,1,0,0
4500,0,1,0,0
4560,0,1,0,0
4620,0,1,0,0
