time,load_shed,perc_load_served,lines_out,gens_out
10,2309.9648127501814,0.6306556022483693,1,4
11,193.22369257561843,0.9691051188434677,1,0
12,193.22369257561843,0.9691051188434677,1,0
13,193.22369257561843,0.9691051188434677,1,0
14,193.22369257561843,0.9691051188434677,1,0
15,193.22369257561843,0.9691051188434677,1,0
16,193.22369257561843,0.9691051188434677,1,0
17,193.22369257561843,0.9691051188434677,1,0
18,193.22369257561843,0.9691051188434677,1,0
19,193.22369257561843,0.9691051188434677,1,0
20,193.22369257561843,0.9691051188434677,1,0
21,193.22369257561843,0.9691051188434677,1,0
22,193.22369257561843,0.9691051188434677,1,0
23,193.22369257561843,0.9691051188434677,1,0
24,193.22369257561843,0.9691051188434677,1,0
25,193.22369257561843,0.9691051188434677,1,0
26,193.22369257561843,0.9691051188434677,1,0
27,193.22369257561843,0.9691051188434677,1,0
28,193.22369257561843,0.9691051188434677,1,0
29,193.22369257561843,0.9691051188434677,1,0
30,193.22369257561843,0.9691051188434677,1,0
31,193.22369257561843,0.9691051188434677,1,0
32,193.22369257561843,0.9691051188434677,1,0
33,193.22369257561843,0.9691051188434677,1,0
34,193.22369257561843,0.9691051188434677,1,0
35,193.22369257561843,0.9691051188434677,1,0
36,193.22369257561843,0.9691051188434677,1,0
37,193.22369257561843,0.9691051188434677,1,0
38,193.22369257561843,0.9691051188434677,1,0
39,193.22369257561843,0.9691051188434677,1,0
40,193.22369257561843,0.9691051188434677,1,0
41,193.22369257561843,0.9691051188434677,1,0
42,193.22369257561843,0.9691051188434677,1,0
43,193.22369257561843,0.9691051188434677,1,0
44,193.22369257561843,0.9691051188434677,1,0
45,193.22369257561843,0.9691051188434677,1,0
46,193.22369257561843,0.9691051188434677,1,0
47,193.22369257561843,0.9691051188434677,1,0
48,193.22369257561843,0.9691051188434677,1,0
49,193.22369257561843,0.9691051188434677,1,0
50,193.22369257561843,0.9691051188434677,1,0
51,193.22369257561843,0.9691051188434677,1,0
52,193.22369257561843,0.9691051188434677,1,0
53,193.22369257561843,0.9691051188434677,1,0
54,193.22369257561843,0.9691051188434677,1,0
55,3419486915845482e-28,1,0,0
56,3419486915845482e-28,1,0,0
57,3419486915845482e-28,1,0,0
58,3419486915845482e-28,1,0,0
59,3419486915845482e-28,1,0,0
60,3419486915845482e-28,1,0,0
61,3419486915845482e-28,1,0,0
62,3419486915845482e-28,1,0,0
63,3419486915845482e-28,1,0,0
64,3419486915845482e-28,1,0,0
65,3419486915845482e-28,1,0,0
