id,bus_type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,LAM_P,LAM_Q,MU_VMAX,MU_VMIN,Vsp,locX,locY
1,1,0,0,0,0,2,1.0,15.538630008743949,345,1,1.06,0.94,0,0,0,0,0.0,0,0
2,1,0,0,0,0,2,1.0,3.867214955171887,345,1,1.06,0.94,0,0,0,0,0.0,0,0
3,1,0,0,0,0,2,1.0,-0.20254455330600554,345,1,1.06,0.94,0,0,0,0,0.0,0,0
4,1,0,0,0,0,1,1.0,-2.014055543855538,345,1,1.06,0.94,0,0,0,0,0.0,0,0
5,1,0,0,0,0,1,1.0,-0.0349186831801147,345,1,1.06,0.94,0,0,0,0,0.0,0,0
6,1,0,0,0,0,1,1.0,-3.4742087472915955e-14,345,1,1.06,0.94,0,0,0,0,0.0,0,0
7,1,0,0,0,0,1,1.0,0.6201349849826596,345,1,1.06,0.94,0,0,0,0,0.0,0,0
8,1,0,0,0,0,1,1.0,1.5464071269813053,345,1,1.06,0.94,0,0,0,0,0.0,0,0
9,1,0,0,0,0,1,1.0,13.981092410982145,345,1,1.06,0.94,0,0,0,0,0.0,0,0
10,1,0,0,0,0,1,1.0,-0.6538175331825353,345,1,1.06,0.94,0,0,0,0,0.0,0,0
11,1,0,0,0,0,1,1.0,-0.4426008537093194,345,1,1.06,0.94,0,0,0,0,0.0,0,0
12,1,0,0,0,0,1,1.0,-0.6538175331825353,345,1,1.06,0.94,0,0,0,0,0.0,0,0
13,1,0,0,0,0,1,1.0,-0.8650342126557514,345,1,1.06,0.94,0,0,0,0,0.0,0,0
14,1,0,0,0,0,1,1.0,-1.4101889227123103,345,1,1.06,0.94,0,0,0,0,0.0,0,0
15,1,0,0,0,0,3,1.0,-1.5656552718578425,345,1,1.06,0.94,0,0,0,0,0.0,0,0
16,1,0,0,0,0,3,1.0,0.09045690575890075,345,1,1.06,0.94,0,0,0,0,0.0,0,0
17,1,0,0,0,0,2,1.0,0.540196174295655,345,1,1.06,0.94,0,0,0,0,0.0,0,0
18,1,0,0,0,0,2,1.0,-0.20228683751712317,345,1,1.06,0.94,0,0,0,0,0.0,0,0
19,1,0,0,0,0,3,1.0,6.570609568688509,345,1,1.06,0.94,0,0,0,0,0.0,0,0
20,1,0,0,0,0,3,1.0,10.58727289567363,345,1,1.06,0.94,0,0,0,0,0.0,0,0
21,1,0,0,0,0,3,1.0,-1.9606809855288485,345,1,1.06,0.94,0,0,0,0,0.0,0,0
22,1,0,0,0,0,3,1.0,-1.8899208447424691,345,1,1.06,0.94,0,0,0,0,0.0,0,0
23,1,0,0,0,0,3,1.0,-1.8413996053460944,345,1,1.06,0.94,0,0,0,0,0.0,0,0
24,1,0,0,0,0,3,1.0,-1.0809417390393063,345,1,1.06,0.94,0,0,0,0,0.0,0,0
25,1,0,0,0,0,2,1.0,3.7428973273697697,345,1,1.06,0.94,0,0,0,0,0.0,0,0
26,1,0,0,0,0,2,1.0,7.421447685536537,345,1,1.06,0.94,0,0,0,0,0.0,0,0
27,1,0,0,0,0,2,1.0,2.9808665218352197,345,1,1.06,0.94,0,0,0,0,0.0,0,0
28,1,0,0,0,0,3,1.0,19.167368964615974,345,1,1.06,0.94,0,0,0,0,0.0,0,0
29,1,0,0,0,0,3,1.0,22.909213085166595,345,1,1.06,0.94,0,0,0,0,0.0,0,0
30,2,0,0,0,0,2,1.0,3.8672149551718853,345,1,1.06,0.94,0,0,0,0,1.0499,0,0
31,3,0,0,0,0,1,1.0,0.0,345,1,1.06,0.94,0,0,0,0,0.982,0,0
32,2,0,0,0,0,1,1.0,-0.6538175331825353,345,1,1.06,0.94,0,0,0,0,0.9841,0,0
33,2,0,0,0,0,3,1.0,9.222945793908117,345,1,1.06,0.94,0,0,0,0,0.9972,0,0
34,2,0,0,0,0,3,1.0,13.206835935011755,345,1,1.06,0.94,0,0,0,0,1.0123,0,0
35,2,0,0,0,0,3,1.0,-1.8899208447424691,345,1,1.06,0.94,0,0,0,0,1.0494,0,0
36,2,0,0,0,0,3,1.0,-1.8413996053460935,345,1,1.06,0.94,0,0,0,0,1.0636,0,0
37,2,0,0,0,0,2,1.0,3.7428973273697705,345,1,1.06,0.94,0,0,0,0,1.0275,0,0
38,2,0,0,0,0,3,1.0,26.774959328914257,345,1,1.06,0.94,0,0,0,0,1.0265,0,0
39,2,0,0,0,0,1,1.0,22.638030892911864,345,1,1.06,0.94,0,0,0,0,1.03,0,0
