Realizations_of_RecovTime,Recovery_Time,CCDF
1015.7451991655256,0.020247327054279434,1.0
4.099273486718184,0.025829389660018732,0.999
5.180389409219122,0.06985596309198375,0.998
1.0431050323119548,0.10260412676955834,0.997
4233.048850621481,0.1380432645818719,0.996
49.38779826529866,0.14580983129589004,0.995
1011.0364852699951,0.17242005095465784,0.994
102.7373765146257,0.17317216397084537,0.993
588.4241182361877,0.17959399252189784,0.992
229.74405165686784,0.20724741507596378,0.991
0.9318979531570569,0.2215953188024062,0.99
229.5824328753253,0.26701111454319254,0.989
8.636739703616753,0.2770440621584784,0.988
3.3522866563822764,0.2967046378326577,0.987
2.6855227884512303,0.31119131063711275,0.986
1085.682276446464,0.321867900110923,0.985
163.51876150809701,0.33005046601943183,0.984
228.61283223530577,0.3301291599178348,0.983
0.48087351485718405,0.33148597783471223,0.982
865.3324244703231,0.347424057884269,0.981
303.343075242898,0.35978105263665755,0.98
2.083299015193245,0.37351114838786886,0.979
246.9664310771068,0.3948126534112302,0.978
427.25548662410955,0.4078055767626409,0.977
11.820517360828399,0.4504036227287639,0.976
625.5700343621589,0.45664493468187645,0.975
66.18168315350322,0.4639713088978776,0.974
178.76692091311284,0.4673545745712827,0.973
33.75440164864943,0.48087351485718405,0.972
278.9342659716557,0.48501497744633976,0.971
34.98661514583733,0.5184157632865971,0.97
445.4861570587297,0.520860616322901,0.969
1660.6330013964814,0.5217400888785196,0.968
40.259978570579484,0.5380638016527228,0.967
11.393251171849439,0.5407942486906723,0.966
40.277028430557756,0.5612904076759156,0.965
34.2676587612164,0.5929048225235697,0.964
34.39153330655928,0.6018202750441422,0.963
29.070378273024374,0.6148312138307601,0.962
112.6323300968883,0.6152727333577805,0.961
2060.958593025231,0.6222988327123002,0.96
4.10234436408182,0.6339786294674612,0.959
122.90789445075077,0.7066267632673846,0.958
4216.884377667724,0.7190254631944237,0.957
70.3755340916108,0.7411320906147777,0.956
0.947985432358697,0.7559956167480554,0.955
18.789917621857015,0.7583338287198129,0.954
5.762910101530129,0.7645724795032652,0.953
0.9873485099817764,0.8472038735226747,0.952
483.31832426484306,0.899911680947584,0.951
26.837625702418535,0.9029444988673331,0.95
14.281088895982244,0.905715352860426,0.949
1.1482113356254244,0.9317518507875495,0.948
719.7800841725075,0.9318979531570569,0.947
132.34625907875412,0.947985432358697,0.946
136.48250845904846,0.9873485099817764,0.945
7.9951752926830055,0.988159603438711,0.944
155.9380436542772,1.0372387697567376,0.943
0.025829389660018732,1.0431050323119548,0.942
136.19847468442592,1.1054214367683444,0.941
8368.033314910635,1.1271431770803066,0.94
40.70137306404389,1.128807329523994,0.939
529.5617245854513,1.1462138828485031,0.938
26.132671953256924,1.1482113356254244,0.937
2.684703024340647,1.1903649081976577,0.936
7.254527551112277,1.2110846396481703,0.935
24.612679177906685,1.213399568965044,0.934
8.52748368028575,1.2300284690527938,0.933
2528.620168346342,1.2727551344062553,0.932
126.03047566093736,1.3929056849104708,0.931
4.593839224180081,1.3968030214121108,0.93
845.2380979528824,1.4886277670867962,0.929
247.8180001294159,1.4979060113727487,0.928
425.97683269825694,1.4989557559188103,0.927
4.441927254749775,1.5291046079821506,0.926
43.65492339270311,1.5456359612200177,0.925
4.9160650685494485,1.564564754657696,0.924
65.54629356633274,1.6079017684767674,0.923
61.7875304539508,1.6519924460932331,0.922
52.09325843903166,1.6809985504627678,0.921
15.903653082398003,1.6882112415174677,0.92
316.4997263716725,1.71774678978608,0.919
26.005823979175943,1.7508779808496364,0.918
3.2443188142988073,1.768690543789247,0.917
27.60553298995274,1.7814265705946717,0.916
3.71884419785196,1.7924957465269085,0.915
187.39326538918885,1.8151182318047285,0.914
0.1380432645818719,1.8254158409132335,0.913
5.159631871005158,1.8549023423193811,0.912
9.091881662088104,1.8551904844104061,0.911
0.321867900110923,1.8826190626156916,0.91
153.5272829277394,1.8903128942810623,0.909
12.113606884926318,1.8956928486223261,0.908
0.6152727333577805,1.901009162804561,0.907
80.410336202345,1.9145653535123996,0.906
89.61021833012128,1.9260193017473777,0.905
363.59137267349615,1.9502342379514184,0.904
119.99226505745078,1.9519277626136613,0.903
500.04849657704165,1.995182934930799,0.902
9.59356974455634,2.0082726129222648,0.901
232.40338382833693,2.061716937530768,0.9
465.52034789606114,2.083299015193245,0.899
3.3156625632194054,2.106267093521489,0.898
159.00456622956793,2.113219185846146,0.897
37.41584283001626,2.1531125066117345,0.896
16.349795560832867,2.1571967357171813,0.895
181.70845074180193,2.1636355954886843,0.894
100.90231151893785,2.1726547708944364,0.893
25.42420803317852,2.178579547844295,0.892
1063.189064335992,2.1811775235592035,0.891
29.11986396050415,2.2111550163964915,0.89
542.1717464679846,2.23029774272341,0.889
11.655887266968138,2.2415074720050168,0.888
98.84895150981329,2.3254396405778697,0.887
371.2252011512472,2.328420292001533,0.886
1109.8593040724988,2.338367680278942,0.885
55.2400918438211,2.3955549339064763,0.884
48.98291607998322,2.4465076901056424,0.883
6.896169198209613,2.4502370747354654,0.882
1.8956928486223261,2.4549407483095558,0.881
28.465642059149452,2.4842599682624846,0.88
9.462873436891304,2.5038105017768353,0.879
0.7190254631944237,2.513530603625228,0.878
0.7559956167480554,2.585680135319148,0.877
7.285200497449696,2.606462926500371,0.876
23.1355836161988,2.610422140138499,0.875
667.819274986159,2.6520191392700903,0.874
2.8023802955641623,2.662677248011105,0.873
63.34988103629437,2.684703024340647,0.872
33.953882617665904,2.6855227884512303,0.871
1.8551904844104061,2.7126343642214854,0.87
2.610422140138499,2.739689725682328,0.869
35.33128235107887,2.745538997706994,0.868
4.496028921824357,2.8023802955641623,0.867
8099.636429824147,2.8495429637369,0.866
0.2215953188024062,2.8795583701042835,0.865
23.07326033961778,2.915173607092044,0.864
75.19054667688566,2.9349568552408987,0.863
2.1636355954886843,2.935291183691674,0.862
1407.468272348343,2.964658780957531,0.861
1437.6974143393245,2.979818973711719,0.86
0.5612904076759156,3.015683770719922,0.859
36.78752842333287,3.0194227028632774,0.858
158.85687445099407,3.0742441169845867,0.857
2.1571967357171813,3.1406389155311865,0.856
147.86857046621725,3.1659668628117537,0.855
615.204956812292,3.182793216548097,0.854
1.4989557559188103,3.2064441376010926,0.853
6.760335220927154,3.222476278210774,0.852
299.55947757860554,3.2443188142988073,0.851
1.5456359612200177,3.290503385853269,0.85
226.78989046716063,3.3156625632194054,0.849
65.51256845733782,3.3522866563822764,0.848
28.880629312216996,3.370277260087517,0.847
5.878500464034635,3.3950969034018463,0.846
13.701401267498179,3.5026753687452303,0.845
51.16530181262765,3.5543272632412166,0.844
0.5929048225235697,3.5905616146966053,0.843
31.9950217870333,3.669447466838867,0.842
8.93590659078421,3.691116998412997,0.841
722.4427044325071,3.7040036672298897,0.84
648.5642887676031,3.71884419785196,0.839
8.319574986316502,3.7295007799451714,0.838
1326.419086421836,3.768473844595782,0.837
