id,bus_type,Pd,Pq,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,LAM_P,LAM_Q,MU_VMAX,MU_VMIN,Vsp,lat,lng,BusName,SubArea
101,1,108,22,0,0,1,1.0,12.514116838640328,138,11,1.06,0.94,0,0,0,0,0.0,33.39610326,-113.835642,Abel,11
102,1,97,20,0,0,1,1.0,12.696096565609274,138,12,1.06,0.94,0,0,0,0,0.0,33.35767844,-113.8259335,Adams,11
103,2,180,37,0,0,1,1.0,0.3775013651881692,138,11,1.06,0.94,0,0,0,0,1.01085,33.53683282,-114.6703991,Adler,11
104,2,74,15,0,0,1,1.0,6.70648330247937,138,11,1.06,0.94,0,0,0,0,1.01765,33.81230352,-113.8254191,Agricola,11
105,2,71,14,0,0,1,1.0,8.116560502581123,138,11,1.06,0.94,0,0,0,0,1.03568,33.65955984,-113.9990231,Aiken,11
106,2,136,28,0,-100,1,1.0,5.765655254161897,138,12,1.06,0.94,0,0,0,0,1.03242,33.73803645,-114.1819242,Alber,11
107,1,125,25,0,0,1,1.0,-2.560533049715235,138,12,1.06,0.94,0,0,0,0,0.0,34.69726196,-113.7013088,Alder,11
108,2,171,35,0,0,1,1.0,-0.33170239375341665,138,12,1.06,0.94,0,0,0,0,1.01024,34.4592108,-113.7616436,Alger,11
109,2,175,36,0,0,1,1.0,1.8016031499950391,138,13,1.06,0.94,0,0,0,0,1.0261,33.92043627,-114.308281,Ali,11
110,2,195,40,0,0,1,1.0,3.5637962958374714,138,13,1.06,0.94,0,0,0,0,1.05,33.91279307,-114.2929646,Allen,11
111,2,0,0,0,0,1,1.0,-0.02879096958660844,230,13,1.06,0.94,0,0,0,0,1.02764,33.90438607,-114.3011177,Anna,11
112,2,0,0,0,0,1,1.0,1.7616580775851958,230,13,1.06,0.94,0,0,0,0,1.02024,33.91086601,-114.3134024,Archer,11
113,3,265,54,0,0,1,1.0,0.0,230,14,1.06,0.94,0,0,0,0,1.03943,34.35428034,-114.274657,Arne,12
114,1,194,39,0,0,1,1.0,-2.7654737604777546,230,16,1.06,0.94,0,0,0,0,0.0,33.77708609,-114.8199113,Arnold,12
115,1,317,64,0,0,1,1.0,-9.072696159172326,230,16,1.06,0.94,0,0,0,0,0.0,33.50618372,-115.3295084,Arthur,12
116,1,100,20,0,0,1,1.0,-6.609861490539125,230,16,1.06,0.94,0,0,0,0,0.0,33.66103124,-115.321058,Asser,12
117,2,0,0,0,0,1,1.0,-11.566952320982654,230,17,1.06,0.94,0,0,0,0,1.04783,33.57523255,-115.6408087,Aston,12
118,1,333,68,0,0,1,1.0,-14.134422934341792,230,17,1.06,0.94,0,0,0,0,0.0,33.54453082,-115.799956,Astor,12
119,2,181,37,0,0,1,1.0,-2.4339264081844068,230,15,1.06,0.94,0,0,0,0,1.03962,33.86907891,-115.3691306,Attar,12
120,2,128,26,0,0,1,1.0,1.197321489515348,230,15,1.06,0.94,0,0,0,0,1.04399,34.24457859,-115.2624699,Attila,12
