id,bus_type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,LAM_P,LAM_Q,MU_VMAX,MU_VMIN,Vsp,locX,locY
1,1,0,0,0,0,1,1.10109067262457,36.932205485073,220,1,1.11,0.95,0,0,0,0,0,0,0
2,1,0,0,0,0,1,1.10607537852256,38.640681149237,220,1,1.11,0.95,0,0,0,0,0,0,0
3,1,0,0,0,0,1,1.0806889450592,13.3217828888112,220,1,1.11,0.95,0,0,0,0,0,0,0
4,1,0,0,0,0,1,1.09339743808314,32.8914452715707,220,1,1.11,0.95,0,0,0,0,0,0,0
5,1,0,0,0,0,1,1.09342653387212,32.8897579035483,220,1,1.11,0.95,0,0,0,0,0,0,0
6,1,0,0,0,0,1,1.06699198359456,22.726940021455,220,1,1.11,0.95,0,0,0,0,0,0,0
7,1,0,0,0,0,1,1.06710420642693,22.7342259198129,220,1,1.11,0.95,0,0,0,0,0,0,0
8,1,0,0,0,0,1,1.02895179616381,26.480445107047,400,1,1.05,0.95,0,0,0,0,0,0,0
9,1,0,0,0,0,1,1.02896504068419,26.4866038592018,400,1,1.05,0.95,0,0,0,0,0,0,0
10,1,0,0,0,0,1,1.06097752581323,23.0637426772437,220,1,1.11,0.95,0,0,0,0,0,0,0
11,1,0,0,0,0,1,1.06089992604681,23.0545577006751,220,1,1.11,0.95,0,0,0,0,0,0,0
12,1,0,0,0,0,1,1.06085783729593,23.0546822667384,220,1,1.11,0.95,0,0,0,0,0,0,0
13,1,0,0,0,0,1,1.06082013463038,23.0430761633955,220,1,1.11,0.95,0,0,0,0,0,0,0
14,1,0,0,0,0,1,1.02203509030066,27.637005496457,400,1,1.05,0.95,0,0,0,0,0,0,0
15,1,0,0,0,0,1,1.03308408898217,23.5710165160144,400,1,1.05,0.95,0,0,0,0,0,0,0
16,1,0,0,0,0,1,1.03308408898217,23.5710165160144,400,1,1.05,0.95,0,0,0,0,0,0,0
17,2,0,0,0,0,1,1.08881294664175,16.1751070359731,220,1,1.11,0.95,0,0,0,0,1.08881294664175,0,0
18,1,0,0,0,0,1,1.08885312837548,16.1723265851457,220,1,1.11,0.95,0,0,0,0,0,0,0
19,1,0,0,0,0,1,1.09753707159088,33.8269699133727,220,1,1.11,0.95,0,0,0,0,0,0,0
20,1,0,0,0,0,1,1.09757491657056,33.8291879816486,220,1,1.11,0.95,0,0,0,0,0,0,0
21,1,0,0,0,0,1,1.07926788386901,21.5535441725104,220,1,1.11,0.95,0,0,0,0,0,0,0
22,1,0,0,0,0,1,1.07926788386901,21.5535441725104,220,1,1.11,0.95,0,0,0,0,0,0,0
23,1,0,0,0,0,1,1.05886782095265,23.2875002855917,220,1,1.11,0.95,0,0,0,0,0,0,0
24,1,0,0,0,0,1,1.09892083020154,35.5416631316314,220,1,1.11,0.95,0,0,0,0,0,0,0
25,1,0,0,0,0,1,1.03254104056734,24.846425598157,400,1,1.05,0.95,0,0,0,0,0,0,0
26,2,0,0,0,0,1,1.10999999775325,37.2568942929756,220,1,1.11,0.95,0,0,0,0,1.10999999775325,0,0
27,2,0,0,0,0,1,1.10999999860351,38.9343583829519,220,1,1.11,0.95,0,0,0,0,1.10999999860351,0,0
28,3,0,0,0,0,1,1.04845546355008,36.029099,400,1,1.05,0.95,0,0,0,0,1.04845546355008,0,0
29,2,0,0,0,0,1,1.04848496323234,36.0357418951211,400,1,1.05,0.95,0,0,0,0,1.04848496323234,0,0
30,1,0,0,0,0,1,1.06786218637801,22.3988936908286,220,1,1.11,0.95,0,0,0,0,0,0,0
31,1,0,0,0,0,1,1.0456566024172,34.5675342317253,400,1,1.05,0.95,0,0,0,0,0,0,0
32,1,0,0,0,0,1,1.05812062039503,22.7329009440813,220,1,1.11,0.95,0,0,0,0,0,0,0
33,1,0,0,0,0,1,1.09976464468764,30.5267653305103,220,1,1.11,0.95,0,0,0,0,0,0,0
34,1,0,0,0,0,1,1.0789440050825,28.4133310165582,220,2,1.11,0.95,0,0,0,0,0,0,0
35,1,0,0,0,0,1,1.07642693102353,26.7600923736766,220,2,1.11,0.95,0,0,0,0,0,0,0
36,1,0,0,0,0,1,1.08469298447689,27.9630726308044,220,2,1.11,0.95,0,0,0,0,0,0,0
