bus,Pg,Qg,Qmax,Qmin,Vsp,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,rampAGC,ramp10,ramp30,rampQ,npf,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN
30,-1.7053025658242404e-13,161.762,400,140,1.0499,100,1,1040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,645.9999999999991,221.574,300,-100,0.982,100,1,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,725.0,206.965,300,150,0.9841,100,1,725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,651.9999999999999,108.293,250,0,0.9972,100,1,652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,508.0,166.688,167,0,1.0123,100,1,508.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,687.0,210.661,300,-100,1.0494,100,1,687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,580.0,100.165,240,0,1.0636,100,1,580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,218.5185000000007,-1.36945,250,0,1.0275,100,1,564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,865.0,21.7327,300,-150,1.0265,100,1,865.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1100.0,78.4674,300,-100,1.03,100,1,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.88,0.0,300,-100,0.982,100,1,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4.263256414560601e-14,0.0,300,-100,1.0494,100,1,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25.0,0.0,300,-100,1.0494,100,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,11.690000000000001,0.0,240,0,1.0636,100,1,11.690000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26.1,0.0,167,0,1.0123,100,1,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.325,0.0,167,0,1.0123,100,1,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.4265,0.0,300,150,0.9841,100,1,0.4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-1.4210854715202004e-14,0.0,300,-100,1.03,100,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,16.45,0.0,167,0,1.0123,100,1,16.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-7.105427357601002e-15,0.0,167,0,1.0123,100,1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,34.0,0.0,250,0,0.9972,100,1,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,13.700000000000001,0.0,250,0,0.9972,100,1,13.700000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,12.375,0.0,250,0,0.9972,100,1,12.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,15.430000000000001,0.0,250,0,0.9972,100,1,15.430000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,11.200000000000001,0.0,300,-100,1.0494,100,1,11.200000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6.95,0.0,400,140,1.0499,100,1,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,14.05,0.0,240,0,1.0636,100,1,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,10.3,0.0,300,-100,0.982,100,1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,14.175,0.0,167,0,1.0123,100,1,14.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,55.2,0.0,167,0,1.0123,100,1,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
