state,recovery_time
0,1.8099037424724755
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,33.72673221704186
1,0
0,296.76846897437554
0,67.44673569476787
0,330.551201816523
1,0
1,0
1,0
1,0
1,0
0,2.7878463148275223
1,0
1,0
0,21.07301284793205
1,0
0,3164.5755850298056
1,0
0,23.50780831655296
1,0
0,5.588317993222295
1,0
1,0
1,0
1,0
0,9.95113067946519
1,0
0,153.32212862447784
0,26.838721689020453
1,0
0,8.086456281311905
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,510.5644289317972
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
0,34.302111002106926
1,0
1,0
0,1.095314082110339
0,11.199343190802155
0,1.073432389905992
1,0
1,0
1,0
1,0
0,10.808649122583947
1,0
1,0
0,10.604344923150707
1,0
0,46.381502501230976
1,0
1,0
0,33.53880617931331
0,8.159976253088027
1,0
1,0
0,9.483118453969297
0,90.81200026613618
1,0
1,0
1,0
0,80.91089777364961
1,0
0,8.87456200395574
1,0
1,0
1,0
1,0
1,0
0,3.964819220633202
1,0
0,177.9377803901021
0,408.9011178801554
1,0
1,0
0,55.99843514273953
0,270.82597530744556
0,8.904375969535057
1,0
0,220.27068715299325
0,24.329184828402486
1,0
1,0
1,0
1,0
1,0
0,81.89114612444041
1,0
1,0
1,0
