time,load_shed,perc_load_served,lines_out,gens_out
10,771.7724531065601,0.876599924673931,1.0,1.0
70,771.7724531065601,0.876599924673931,1.0,1.0
130,771.7724531065601,0.876599924673931,1.0,1.0
190,771.7724531065601,0.876599924673931,1.0,1.0
250,771.7724531065601,0.876599924673931,1.0,1.0
310,771.7724531065601,0.876599924673931,1.0,1.0
370,771.7724531065601,0.876599924673931,1.0,1.0
430,771.7724531065601,0.876599924673931,1.0,1.0
490,771.7724531065601,0.876599924673931,1.0,1.0
550,771.7724531065601,0.876599924673931,1.0,1.0
610,771.7724531065601,0.876599924673931,1.0,1.0
670,771.7724531065601,0.876599924673931,1.0,1.0
730,771.7724531065601,0.876599924673931,1.0,1.0
790,771.7724531065601,0.876599924673931,1.0,1.0
850,771.7724531065601,0.876599924673931,1.0,1.0
910,771.7724531065601,0.876599924673931,1.0,1.0
970,771.7724531065601,0.876599924673931,1.0,1.0
1030,771.7724531065601,0.876599924673931,1.0,1.0
1090,771.7724531065601,0.876599924673931,1.0,1.0
1150,771.7724531065601,0.876599924673931,1.0,1.0
1210,771.7724531065601,0.876599924673931,1.0,1.0
1270,771.7724531065601,0.876599924673931,1.0,1.0
1330,771.7724531065601,0.876599924673931,1.0,1.0
1390,771.7724531065601,0.876599924673931,1.0,1.0
1450,771.7724531065601,0.876599924673931,1.0,1.0
1510,771.7724531065601,0.876599924673931,1.0,1.0
1570,771.7724531065601,0.876599924673931,1.0,1.0
1630,122.27153834231399,0.9804497854504369,0.0,1.0
1690,122.27153834231399,0.9804497854504369,0.0,1.0
1750,122.27153834231399,0.9804497854504369,0.0,1.0
1810,122.27153834231399,0.9804497854504369,0.0,1.0
1870,122.27153834231399,0.9804497854504369,0.0,1.0
1930,122.27153834231399,0.9804497854504369,0.0,1.0
1990,122.27153834231399,0.9804497854504369,0.0,1.0
2050,122.27153834231399,0.9804497854504369,0.0,1.0
2110,122.27153834231399,0.9804497854504369,0.0,1.0
2170,122.27153834231399,0.9804497854504369,0.0,1.0
2230,122.27153834231399,0.9804497854504369,0.0,1.0
2290,122.27153834231399,0.9804497854504369,0.0,1.0
2350,122.27153834231399,0.9804497854504369,0.0,1.0
2410,122.27153834231399,0.9804497854504369,0.0,1.0
2470,122.27153834231399,0.9804497854504369,0.0,1.0
2530,122.27153834231399,0.9804497854504369,0.0,1.0
2590,122.27153834231399,0.9804497854504369,0.0,1.0
2650,122.27153834231399,0.9804497854504369,0.0,1.0
2710,122.27153834231399,0.9804497854504369,0.0,1.0
2770,122.27153834231399,0.9804497854504369,0.0,1.0
2830,122.27153834231399,0.9804497854504369,0.0,1.0
2890,122.27153834231399,0.9804497854504369,0.0,1.0
2950,122.27153834231399,0.9804497854504369,0.0,1.0
3010,122.27153834231399,0.9804497854504369,0.0,1.0
3070,122.27153834231399,0.9804497854504369,0.0,1.0
3130,122.27153834231399,0.9804497854504369,0.0,1.0
3190,122.27153834231399,0.9804497854504369,0.0,1.0
3250,122.27153834231399,0.9804497854504369,0.0,1.0
3310,122.27153834231399,0.9804497854504369,0.0,1.0
3370,122.27153834231399,0.9804497854504369,0.0,1.0
3430,122.27153834231399,0.9804497854504369,0.0,1.0
3490,122.27153834231399,0.9804497854504369,0.0,1.0
3550,122.27153834231399,0.9804497854504369,0.0,1.0
3610,122.27153834231399,0.9804497854504369,0.0,1.0
