state,recovery_time
0,162.20567657034042
1,0
0,178.14234729345856
0,28.93919116896462
1,0
0,10.88029432965138
0,41.70241256524468
0,13.54620756619576
0,730.9513018446893
0,6.794064821189809
0,16.130682693910863
1,0
1,0
1,0
0,2.9239799059971574
0,14.598318717583865
0,42.684879634777225
0,1.656951147062458
0,26.359675561782648
0,48.67246268806053
0,210.33931662925738
1,0
1,0
0,307.82987123535713
0,39.296154460658954
1,0
1,0
1,0
0,1528.3283159085765
0,661.9439467309566
0,16.912516819225313
0,3.1132176493692856
0,56.564828264133325
1,0
1,0
1,0
0,12.027261960234307
0,1.7792854440479178
1,0
1,0
0,56.55045460809629
0,61.05569679250155
0,520.5329433678118
1,0
1,0
0,2.6314627009978664
1,0
1,0
1,0
1,0
0,187.81088763038966
0,24.509286529560907
1,0
0,302.40745461885365
0,54.05225627054475
