1300108,0
1300109,0
1300110,0
1300111,0
1300112,0
1300113,0.01174063
1300114,0.03968438
1300115,0.0697
1300116,0.08250313
1300117,0.1297844
1300118,0.0750125
1300119,0.1537437
1300120,0.1030625
1300121,0.02619062
1300122,0
1300123,0
1300200,0
1300201,0
1300202,0
1300203,0
1300204,0
1300205,0
1300206,0
1300207,0
1300208,0
1300209,0
1300210,0
1300211,0
1300212,0
1300213,0.0167875
1300214,0.1377531
1300215,0.2560625
1300216,0.3282062
1300217,0.3260812
1300218,0.110075
1300219,0.1892312
1300220,0.04095937
1300221,0.01248438
1300222,0
1300223,0
1300300,0
1300301,0
1300302,0
1300303,0
1300304,0
1300305,0
1300306,0
1300307,0
1300308,0
1300309,0
1300310,0
1300311,0
1300312,0
1300313,0.01854062
1300314,0.1433313
1300315,0.2562219
1300316,0.2832625
1300317,0.3554063
1300318,0.3329875
1300319,0.2497406
1300320,0.1022656
1300321,0.02433125
1300322,0
1300323,0
1300400,0
1300401,0
1300402,0
1300403,0
1300404,0
1300405,0
1300406,0
1300407,0
1300408,0
1300409,0
1300410,0
1300411,0
1300412,0
1300413,0.001221875
1300414,0.03692187
1300415,0.09121563
1300416,0.3222563
1300417,0.3533875
1300418,0.2603656
1300419,0.0444125
1300420,0.01540625
1300421,0.00074375
1300422,0
1300423,0
1300500,0
1300501,0
1300502,0
1300503,0
1300504,0
1300505,0
1300506,0
1300507,0
1300508,0
1300509,0
1300510,0
1300511,0
1300512,0
1300513,0.000690625
1300514,0.02597812
1300515,0.08175938
1300516,0.2312
1300517,0.3466406
1300518,0.3258688
1300519,0.2650406
1300520,0.1552844
1300521,0.02704062
1300522,0
1300523,0
1300600,0
1300601,0
1300602,0
1300603,0
1300604,0
1300605,0
1300606,0
1300607,0
1300608,0
1300609,0
1300610,0
1300611,0
1300612,0
1300613,0.02093125
1300614,0.1431187
1300615,0.2568063
1300616,0.1475812
1300617,0.3571594
1300618,0.3105687
1300619,0.1413125
1300620,0.1221344
1300621,0.02842188
1300622,0
1300623,0
1300700,0
1300701,0
1300702,0
1300703,0
1300704,0
1300705,0
1300706,0
1300707,0
1300708,0
1300709,0
1300710,0
1300711,0
1300712,0
1300713,0.002284375
1300714,0.08271562
1300715,0.2596219
1300716,0.3267187
1300717,0.3577437
1300718,0.2086219
1300719,0.1125188
1300720,0.03617812
1300721,0.02921875
1300722,0
1300723,0
1300800,0
1300801,0
1300802,0
1300803,0
1300804,0
1300805,0
1300806,0
1300807,0
1300808,0
1300809,0
1300810,0
1300811,0
1300812,0
1300813,0.01880625
1300814,0.1476875
1300815,0.2655719
1300816,0.3439313
1300817,0.2613219
1300818,0.233325
1300819,0.2814562
1300820,0.1702125
1300821,0.03649687
1300822,0
1300823,0
1300900,0
1300901,0
1300902,0
1300903,0
1300904,0
1300905,0
1300906,0
1300907,0
1300908,0
1300909,0
1300910,0
1300911,0
1300912,0
1300913,0.00605625
1300914,0.051425
1300915,0.09769688
1300916,0.1391875
1300917,0.06890312
1300918,0.09578438
1300919,0.003665625
1300920,0.1622437
1300921,0.0357
1300922,0
1300923,0
1301000,0
1301001,0
