time,load_shed,perc_load_served,lines_out,gens_off
0,4531.776100346752,0.7492725335100784,-2886,294
0,2761.074954314916,0.8472392914488461,-2886,222
60,402.0791289757093,0.9777543552231451,-2973,220
120,161.32763438069378,0.9910743010803229,-2988,235
180,99.4950000000228,0.994495286455897,-2997,240
240,6.549000000000195,0.9996376665259529,-3004,248
300,1.4729999999998329,0.9999185040147701,-3008,244
360,1.4729999999998329,0.9999185040147701,-3011,240
420,1.4729999999998329,0.9999185040147701,-3014,248
480,1.4729999999998329,0.9999185040147701,-3018,257
540,1.4729999999998329,0.9999185040147701,-3020,242
600,1.4729999999998329,0.9999185040147701,-3023,249
660,1.4729999999998329,0.9999185040147701,-3025,233
720,1.4729999999998329,0.9999185040147701,-3025,233
780,1.4729999999998329,0.9999185040147701,-3025,233
840,1.4729999999998329,0.9999185040147701,-3026,240
900,1.4729999999998329,0.9999185040147701,-3026,240
960,1.4729999999998329,0.9999185040147701,-3027,272
1020,1.4729999999998329,0.9999185040147701,-3027,272
1080,1.4729999999998329,0.9999185040147701,-3028,271
1140,1.4729999999998329,0.9999185040147701,-3028,271
1200,1.4729999999998329,0.9999185040147701,-3028,271
1260,1.4729999999998329,0.9999185040147701,-3028,271
1320,1.4729999999998329,0.9999185040147701,-3029,260
1380,1.4729999999998329,0.9999185040147701,-3029,260
1440,-1674216321134736e-28,1,-3030,240
1500,-1674216321134736e-28,1,-3031,238
1560,-1674216321134736e-28,1,-3031,238
1620,-1674216321134736e-28,1,-3031,238
1680,-1674216321134736e-28,1,-3031,238
1740,-1674216321134736e-28,1,-3031,238
1800,-1674216321134736e-28,1,-3031,238
1860,-1674216321134736e-28,1,-3031,238
1920,-1674216321134736e-28,1,-3031,238
1980,-1674216321134736e-28,1,-3031,238
2040,-1674216321134736e-28,1,-3031,238
2100,-1674216321134736e-28,1,-3031,238
2160,-1674216321134736e-28,1,-3031,238
2220,-1674216321134736e-28,1,-3031,238
2280,-1674216321134736e-28,1,-3031,238
2340,-1674216321134736e-28,1,-3031,238
2400,-1674216321134736e-28,1,-3031,238
2460,-1674216321134736e-28,1,-3031,238
2520,-1674216321134736e-28,1,-3031,238
2580,-1674216321134736e-28,1,-3031,238
2640,-1674216321134736e-28,1,-3031,238
2700,-1674216321134736e-28,1,-3031,238
2760,-1674216321134736e-28,1,-3031,238
2820,-1674216321134736e-28,1,-3031,238
2880,-1674216321134736e-28,1,-3031,238
2940,-1674216321134736e-28,1,-3031,238
3000,-1674216321134736e-28,1,-3031,238
3060,-1674216321134736e-28,1,-3031,238
3120,-1674216321134736e-28,1,-3031,238
3180,-1674216321134736e-28,1,-3031,238
3240,-1674216321134736e-28,1,-3031,238
3300,-1674216321134736e-28,1,-3031,238
3360,-1674216321134736e-28,1,-3031,238
3420,-1674216321134736e-28,1,-3031,238
3480,-1674216321134736e-28,1,-3032,262
3540,-1674216321134736e-28,1,-3032,262
3600,-1674216321134736e-28,1,-3032,262
3660,-1674216321134736e-28,1,-3032,262
3720,-1674216321134736e-28,1,-3032,262
3780,-1674216321134736e-28,1,-3032,262
3840,-1674216321134736e-28,1,-3032,262
3900,-1674216321134736e-28,1,-3032,262
3960,-1674216321134736e-28,1,-3032,262
4020,-1674216321134736e-28,1,-3033,273
4080,-1674216321134736e-28,1,-3033,273
4140,-1674216321134736e-28,1,-3033,273
4200,-1674216321134736e-28,1,-3034,276
