time,load_shed,perc_load_served,lines_out,gens_off
0,4531.776100346752,0.7492725335100784,148,294
0,3224.885791873279,0.8215782451710569,148,237
60,517.4478728383759,0.9713714024425351,61,211
120,242.0621214257273,0.9866075417023351,46,211
180,105.95549511350646,0.9941378496505019,37,219
240,6.5490000000025095,0.9996376665259527,30,213
300,1.4729999999998329,0.9999185040147701,26,219
360,1.4729999999998329,0.9999185040147701,23,232
420,1.4729999999998329,0.9999185040147701,20,213
480,1.4729999999998329,0.9999185040147701,16,224
540,1.4729999999998329,0.9999185040147701,14,237
600,1.4729999999998329,0.9999185040147701,11,236
660,1.4729999999998329,0.9999185040147701,9,231
720,1.4729999999998329,0.9999185040147701,9,231
780,1.4729999999998329,0.9999185040147701,9,231
840,1.4729999999998329,0.9999185040147701,8,230
900,1.4729999999998329,0.9999185040147701,8,230
960,1.4729999999998329,0.9999185040147701,7,235
1020,1.4729999999998329,0.9999185040147701,7,235
1080,1.4729999999998329,0.9999185040147701,6,223
1140,1.4729999999998329,0.9999185040147701,6,223
1200,1.4729999999998329,0.9999185040147701,6,223
1260,1.4729999999998329,0.9999185040147701,6,223
1320,1.4729999999998329,0.9999185040147701,5,239
1380,1.4729999999998329,0.9999185040147701,5,239
1440,-1674216321134736e-28,1,4,222
1500,-1674216321134736e-28,1,3,232
1560,-1674216321134736e-28,1,3,232
1620,-1674216321134736e-28,1,3,232
1680,-1674216321134736e-28,1,3,232
1740,-1674216321134736e-28,1,3,232
1800,-1674216321134736e-28,1,3,232
1860,-1674216321134736e-28,1,3,232
1920,-1674216321134736e-28,1,3,232
1980,-1674216321134736e-28,1,3,232
2040,-1674216321134736e-28,1,3,232
2100,-1674216321134736e-28,1,3,232
2160,-1674216321134736e-28,1,3,232
2220,-1674216321134736e-28,1,3,232
2280,-1674216321134736e-28,1,3,232
2340,-1674216321134736e-28,1,3,232
2400,-1674216321134736e-28,1,3,232
2460,-1674216321134736e-28,1,3,232
2520,-1674216321134736e-28,1,3,232
2580,-1674216321134736e-28,1,3,232
2640,-1674216321134736e-28,1,3,232
2700,-1674216321134736e-28,1,3,232
2760,-1674216321134736e-28,1,3,232
2820,-1674216321134736e-28,1,3,232
2880,-1674216321134736e-28,1,3,232
2940,-1674216321134736e-28,1,3,232
3000,-1674216321134736e-28,1,3,232
3060,-1674216321134736e-28,1,3,232
3120,-1674216321134736e-28,1,3,232
3180,-1674216321134736e-28,1,3,232
3240,-1674216321134736e-28,1,3,232
3300,-1674216321134736e-28,1,3,232
3360,-1674216321134736e-28,1,3,232
3420,-1674216321134736e-28,1,3,232
3480,-1674216321134736e-28,1,2,243
3540,-1674216321134736e-28,1,2,243
3600,-1674216321134736e-28,1,2,243
3660,-1674216321134736e-28,1,2,243
3720,-1674216321134736e-28,1,2,243
3780,-1674216321134736e-28,1,2,243
3840,-1674216321134736e-28,1,2,243
3900,-1674216321134736e-28,1,2,243
3960,-1674216321134736e-28,1,2,243
4020,-1674216321134736e-28,1,1,242
4080,-1674216321134736e-28,1,1,242
4140,-1674216321134736e-28,1,1,242
4200,-1674216321134736e-28,1,0,244
