time,load_shed,perc_load_served,lines_out,gens_out
10,3694822225952521e-28,1,2,2
25,-5684341886080802e-29,1,1,2
40,-9947598300641403e-29,1,1,2
55,-9947598300641403e-29,1,1,1
70,-9947598300641403e-29,1,1,1
85,-9947598300641403e-29,1,1,1
100,-9947598300641403e-29,1,1,1
115,-9947598300641403e-29,1,1,1
130,-9947598300641403e-29,1,1,1
145,-9947598300641403e-29,1,1,1
160,-9947598300641403e-29,1,1,1
175,-9947598300641403e-29,1,1,1
190,-9947598300641403e-29,1,1,1
205,-9947598300641403e-29,1,1,0
220,-9947598300641403e-29,1,1,0
235,-9947598300641403e-29,1,1,0
250,-9947598300641403e-29,1,1,0
265,-9947598300641403e-29,1,1,0
280,-9947598300641403e-29,1,1,0
295,-9947598300641403e-29,1,1,0
310,-9947598300641403e-29,1,1,0
325,-9947598300641403e-29,1,1,0
340,-9947598300641403e-29,1,1,0
355,-9947598300641403e-29,1,1,0
370,-9947598300641403e-29,1,0,0
385,-9947598300641403e-29,1,0,0
