f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT
1,2,0.1,0.2,0.04,40,40,40,0,0,1,-360,360,39.99999999999999,0.0,-39.99999999999999,0.0,0,0,0,0,0,0,0,0,0,0
1,4,0.05,0.2,0.04,60,60,60,0,0,1,-360,360,50.82213982270461,0.0,-50.82213982270461,0.0,0,0,0,0,0,0,0,0,0,0
1,5,0.08,0.3,0.06,40,40,40,0,0,1,-360,360,37.16998583928819,0.0,-37.16998583928819,0.0,0,0,0,0,0,0,0,0,0,0
2,3,0.05,0.25,0.06,40,40,40,0,0,1,-360,360,-8.385597000875833,0.0,8.385597000875833,0.0,0,0,0,0,0,0,0,0,0,0
2,4,0.05,0.1,0.02,60,60,60,0,0,1,-360,360,21.644279645409213,0.0,-21.644279645409213,0.0,0,0,0,0,0,0,0,0,0,0
2,5,0.1,0.3,0.04,30,30,30,0,0,1,-360,360,10.503319172621525,0.0,-10.503319172621525,0.0,0,0,0,0,0,0,0,0,0,0
2,6,0.07,0.2,0.05,90,90,90,0,0,1,-360,360,16.237998182845082,0.0,-16.237998182845082,0.0,0,0,0,0,0,0,0,0,0,0
3,5,0.12,0.26,0.05,70,70,70,0,0,1,-360,360,20.182288469251596,0.0,-20.182288469251596,0.0,0,0,0,0,0,0,0,0,0,0
3,6,0.02,0.1,0.02,80,80,80,0,0,1,-360,360,53.43998886787975,0.0,-53.43998886787975,0.0,0,0,0,0,0,0,0,0,0,0
4,5,0.2,0.4,0.08,20,20,20,0,0,1,-360,360,2.4664194681138403,0.0,-2.4664194681138403,0.0,0,0,0,0,0,0,0,0,0,0
5,6,0.1,0.3,0.06,40,40,40,0,0,1,-360,360,0.32201294927519664,0.0,-0.32201294927519664,0.0,0,0,0,0,0,0,0,0,0,0
