lines_out,no_load_shed_time,full_rest_time
1.0,0.0,14.605098233636324
1.0,0.0,136.358317483944
2.0,0.0,27.89329389991504
1.0,0.0,119.4939732384908
1.0,0.0,418.15909512914675
25.0,327.2476363331105,2570.367693424838
1.0,0.0,69.24496571230888
1.0,0.0,4.924446129668055
2.0,0.0,2.4450541276048545
1.0,0.0,970.6002784501595
1.0,0.0,19.012146868275064
4.0,0.0,1633.7445913349407
1.0,0.0,5.074075738497216
2.0,0.0,283.6746784129795
1.0,0.0,37.09948503771372
1.0,160.09655030958416,160.09655030958416
2.0,0.0,4031.400473999081
1.0,0.0,62.041718761198496
1.0,0.0,494.37644675746253
1.0,0.0,24.43299271738678
1.0,0.0,95.27490568096943
1.0,0.0,106.62123094924978
1.0,0.0,84.39841390457119
1.0,0.0,22.076882519431834
1.0,0.0,20.406931373978374
1.0,0.0,33.03570945301325
1.0,0.0,28.064303323861612
1.0,0.0,37.36820540316303
1.0,0.0,43.924497418827016
1.0,0.0,1.2786531789770441
2.0,10.39683777576635,10.39683777576635
1.0,0.0,16.12521692097071
1.0,0.0,15.766036592009682
1.0,0.0,187.18384130836364
1.0,0.0,4.590288700825982
1.0,0.0,22.880187842011768
1.0,0.0,8.400998006672502
1.0,0.0,216.7149053224517
2.0,0.0,37.7982195096336
1.0,0.0,46.98239202611302
4.0,300.5895468900694,395.8630180682725
5.0,0.0,286.9071877733245
1.0,0.0,6.56009962749099
1.0,0.0,0.8827922983357277
2.0,0.0,15.686785837158324
1.0,0.0,68.25071153632845
1.0,0.0,17.056696343268694
1.0,0.0,84.80086614549053
1.0,0.0,2.571900730842768
1.0,0.0,170.77381474976622
3.0,0.0,26.82273211534068
1.0,0.0,36.04478189119377
1.0,0.0,25.04531875705827
1.0,0.0,375.1421961830385
2.0,0.0,81.77381087720383
1.0,0.0,99.16529903240274
1.0,0.0,12.303946201815315
1.0,0.0,12.611690555803087
1.0,0.0,22.48641987695183
1.0,0.0,0.4102295591234075
1.0,0.0,17.474167101560067
1.0,0.0,29.68183104959788
1.0,0.0,3.109681713684821
1.0,0.0,139.6785169808584
1.0,0.0,8.036741015202216
1.0,0.0,6.81028169015758
1.0,0.0,4.258419785446901
1.0,0.0,1500.21994891299
1.0,0.0,256.48516226889006
2.0,0.0,94.1558078696942
1.0,0.0,81.81044492021023
1.0,0.0,0.43253141119157973
1.0,0.0,2216.775712484008
2.0,0.0,1253.5244103168034
2.0,0.0,178.64475517383698
1.0,0.0,112.56200147956818
1.0,0.0,393.2124899968751
1.0,0.0,17.848725189242682
2.0,0.0,368.5486450062042
1.0,0.0,40.11157865850337
1.0,0.0,183.84248025297893
1.0,0.0,12522.24547302764
1.0,0.0,4.337230360620447
1.0,0.0,2.68524299090246
2.0,0.0,881.8271237742513
1.0,0.0,0.457096478624368
1.0,0.0,745.7109231778966
1.0,0.0,54.09686840290583
1.0,0.0,29.617196668963334
1.0,0.0,8.896172948081757
1.0,0.0,3.82806378695577
1.0,0.0,0.9607850857940505
1.0,0.0,64.25346295586803
1.0,0.0,115.5609168951113
2.0,0.0,23.115825288573596
1.0,0.0,121.47536243923096
5.0,0.0,11186.626581123852
4.0,0.0,192.09870667290286
1.0,0.2580138290283376,0.2580138290283374
1.0,0.0,0.01108878028694749
4.0,0.0,15678.032846197408
1.0,0.0,9.677610773389654
1.0,0.0,1.5499964686428698
1.0,0.0,35.19220340735233
5.0,0.0,1330.1430986574737
2.0,0.0,134.0776885047478
1.0,0.0,4136.08186951952
1.0,0.0,2.0839868822615246
1.0,0.0,0.31830709634931764
1.0,0.0,29.038483693936715
