lines_out,no_load_shed_time,full_rest_time
1.0,0.0,496.7872822505082
3.0,0.0,1612.603637104819
1.0,0.0,481.98237318922855
1.0,0.0,1017.8013439857982
1.0,0.0,22.677759300100693
1.0,0.0,418.15909512914675
25.0,259.1410306116553,552.9005139427113
1.0,0.0,3.2587694451553326
1.0,0.0,35.006689872311966
1.0,0.0,111047.45160942948
1.0,0.0,46.963102869127056
1.0,0.0,0.1084146225766508
3.0,0.0,2192.1829343363893
3.0,5.090216614363239,582.734158393086
1.0,0.0,361.24419165788413
1.0,0.0,1.22437880747574
2.0,0.0,112.69303024101053
1.0,0.0,15.643781556072229
1.0,0.0,7.914128054558965
1.0,0.0,30.986434188880782
1.0,0.0,62.041718761198496
1.0,0.0,494.37644675746253
1.0,0.0,0.28340014098452965
1.0,0.0,20.04186115742594
14.0,25.700742825330003,9934.260236985734
1.0,0.0,837.9145945139225
4.0,0.0,118.3194021450814
1.0,0.0,298.03120951870443
2.0,0.0,50.31428800646322
1.0,0.0,0.13030516137665707
5.0,0.0,75.61351437806178
3.0,0.0,55.206547091689174
1.0,0.0,0.9020818510969668
2.0,0.0,47.31622137159889
1.0,0.0,84.24897986427625
3.0,0.0,86.72161697990776
21.0,193.20868512671402,5699.620214046753
1.0,0.0,22.84840527446473
1.0,0.0,65.94986597702109
1.0,0.0,11.094236795970277
1.0,0.0,41.13459731437853
1.0,0.0,18.16346359531578
1.0,0.0,3.0670071122514044
1.0,0.0,134.06348028186565
1.0,0.0,16.120928560631484
3.0,0.0,10670.653482822681
1.0,0.0,363.0564699793114
2.0,280.11647632498466,7257.046964122009
1.0,0.0,164.14658223029036
2.0,0.0,1530.6507352186834
1.0,0.0,225.20159849936084
1.0,0.0,1.5092034523599351
1.0,0.0,34.66480634816629
1.0,0.0,19.61138901968765
3.0,0.0,84.80086614549053
1.0,0.0,37.203440952471134
1.0,0.0,142.74057257492038
1.0,0.0,146.9149547547466
1.0,0.0,1.4113521421529323
1.0,0.0,9421.185607926132
1.0,0.0,64.30723857004092
1.0,0.0,39.72983095189694
1.0,0.0,19.696518317301972
2.0,0.0,1079.3741078188743
1.0,0.0,51.018552647908486
1.0,0.0,18.268942761807633
1.0,0.0,8.623393993929922
1.0,0.0,79.12968911446501
1.0,0.0,2602.958849134384
1.0,0.0,479.29549999774036
1.0,0.0,463.03015571936
1.0,0.0,6.540899267827919
2.0,0.0,74.63483087654038
1.0,0.0,8.277015585463287
1.0,0.0,8.036741015202216
1.0,0.0,94.91327838523071
1.0,0.0,8.56531985279913
1.0,0.0,53.00389682790534
1.0,0.0,6122.792518018397
1.0,0.0,122.0890019021565
1.0,0.0,18.233448424317068
1.0,0.0,7.711744919161154
1.0,0.0,3.71763630446393
3.0,0.0,2216.775712484008
1.0,0.0,2.031915828826185
1.0,0.0,2.674545730111628
1.0,0.0,27.66021495382866
1.0,0.0,31.16438591340535
1.0,0.0,3.85133703806693
1.0,0.0,17.848725189242682
2.0,2.13909933029349,51.88454783268397
1.0,0.0,33.91936550707672
1.0,0.0,13.815206455860157
4.0,0.0,356.9301267144141
1.0,0.0,0.28795957770319514
1.0,0.0,24.212990541424006
1.0,0.0,8.766418608763868
1.0,0.0,3.9048288553396002
1.0,0.0,17.34531207926451
2.0,0.0,145.37653729964833
3.0,0.4768758630487806,377.4831676107134
3.0,0.0,349.88620063870655
1.0,0.0,29.617196668963334
1.0,0.0,21.22212550483698
1.0,0.0,98.69612768779628
1.0,0.0,2.319803245585233
1.0,0.0,435.98099807719115
2.0,0.0,365.63822862533016
1.0,0.0,115.5609168951113
2.0,0.0,10.633988654739616
1.0,0.0,154.19815871314535
2.0,0.0,15.661409847348901
1.0,0.0,207.24598170303406
1.0,0.0,392.54174880093365
2.0,0.0,6.856717888188017
1.0,0.0,1869.1707779068981
1.0,0.0,1.6031178528672723
1.0,0.0,4.458891037100752
1.0,0.0,2.7470379338990534
1.0,0.0,3.758698516061583
6.0,0.0,257.6609811767425
1.0,0.0,9.477581880763049
3.0,0.0,1012.8003358055515
4.0,0.0,113.96495978494526
1.0,0.0,7.481808797290932
1.0,0.0,0.14024505404384496
1.0,0.0,4.932991788331964
1.0,0.0,0.5436345575131907
1.0,0.0,37.5936500226854
1.0,0.0,19.12666122054403
1.0,0.0,8.182947620705036
1.0,0.0,14.01416415328529
1.0,0.0,527.3506184868753
1.0,0.0,59.91784533056311
1.0,0.0,95.90766372198026
1.0,0.0,3738.2360116829286
1.0,0.0,13.529339024247841
1.0,0.0,819.5357493450938
3.0,0.0,2540.0842682879133
2.0,60.639603917900686,60.639603917900686
3.0,0.0,50.39344369638401
2.0,0.0,34009.16662420871
3.0,0.0,70.73703027093111
1.0,0.0,1670.9295789818748
1.0,0.0,1.1472940858895468
1.0,0.0,2626.585015235331
1.0,0.0,2575.3804866755704
6.0,0.0,3087.8461256992946
1.0,0.0,0.9708666613427189
2.0,0.0,65.72883862025154
1.0,0.0,1215.3869800785383
1.0,0.0,39.39148599223986
1.0,0.0,4.3862919407063305
1.0,0.0,263.80747982972565
1.0,0.0,35.260327652632135
1.0,0.0,17.96710704177045
1.0,0.0,23.978851833874174
1.0,0.0,250.5764183474152
1.0,0.0,57.520498135550184
1.0,0.0,731.0026062275025
1.0,0.0,367.2715260379577
1.0,0.0,0.8510422839307094
2.0,0.0,190.43779028851915
1.0,0.0,12.789122350112576
1.0,0.0,40.89512168761776
2.0,0.0,10871.942004247785
1.0,0.0,5.09346559881038
1.0,0.0,326.8957789846785
2.0,0.0,18.46343186079782
4.0,0.0,279.3869737018803
1.0,0.0,175.48462016627002
1.0,0.0,470.0585908105205
1.0,0.0,20.867980592381976
2.0,0.0,6.270063843738017
1.0,0.0,247.50214057676
1.0,0.0,19.15561087706826
1.0,0.0,0.4655056906589195
4.0,0.0,974.9552345218119
2.0,0.0,1278.7959180931894
1.0,0.0,166.14849960390563
