id,bus_type,Pd,Qd,Gs,Bs,area,Vm,Va,baseKV,zone,Vmax,Vmin,LAM_P,LAM_Q,MU_VMAX,MU_VMIN,Vsp,locX,locY
1001,1,0,0,0,0,10,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
1002,1,0,0,0,0,10,1,0,345,1,1.1,0.9,0,0,0,0,0,0,0
1003,1,0,0,0,0,10,1,0,230,1,1.1,0.9,0,0,0,0,0,0,0
1004,1,0,0,0,0,10,1,0,345,1,1.1,0.9,0,0,0,0,0,0,0
1032,2,0,0,0,0,10,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
1034,2,0,0,0,0,10,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
1101,1,0,0,0,0,10,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
1102,1,0,0,0,0,10,1,0,345,1,1.1,0.9,0,0,0,0,0,0,0
1131,2,0,0,0,0,10,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
1201,1,0,0,0,0,10,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
1202,1,0,0,0,0,10,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
1232,2,0,0,0,0,10,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
1301,1,0,0,0,0,10,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
1302,1,0,0,0,0,10,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
1303,1,0,0,0,0,10,1,0,345,1,1.1,0.9,0,0,0,0,0,0,0
1331,2,0,0,0,0,10,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
1333,2,0,0,0,0,10,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
1401,1,0,0,0,0,10,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
1402,1,0,0,0,0,10,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
1403,1,0,0,0,0,10,1,0,230,1,1.1,0.9,0,0,0,0,0,0,0
1431,2,0,0,0,0,10,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
2000,1,0,0,0,0,20,1,0,230,1,1.1,0.9,0,0,0,0,0,0,0
2030,2,0,0,0,0,20,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
2100,1,0,0,0,0,21,1,0,230,1,1.1,0.9,0,0,0,0,0,0,0
2130,2,0,0,0,0,21,1,0,20,1,1.1,0.9,0,0,0,0,1,0,0
2201,1,0,0,0,0,22,1,0,500,1,1.1,0.9,0,0,0,0,0,0,0
