time,load_shed,perc_load_served,lines_out,gens_out
10,0,1,3,2
10,307.37105860106624,0.9646862294805761,3,2
70,181.66838464433573,0.9791281727200901,2,1
130,28.000000000000796,0.9967830882352942,1,1
190,28.000000000000796,0.9967830882352942,1,1
250,28.00000000005616,0.9967830882352876,0,1
310,25.17936000003806,0.9971071507352898,0,1
370,7.030157823977447,0.9991923072352966,0,0
430,0,1,0,0
490,0,1,0,0
550,0,1,0,0
610,0.5796799999442328,0.9999334007353005,0,0
670,0,1,0,0
730,11.908480000022223,0.9986318382352916,0,0
790,28.00000000005616,0.9967830882352876,0,0
850,28.00000000005616,0.9967830882352876,0,0
910,28.00000000005616,0.9967830882352876,0,0
970,28.00000000005616,0.9967830882352876,0,0
1030,28.00000000005616,0.9967830882352876,0,0
1090,28.00000000005616,0.9967830882352876,0,0
1150,28.00000000005616,0.9967830882352876,0,0
1210,28.00000000005616,0.9967830882352876,0,0
1270,28.00000000005616,0.9967830882352876,0,0
1330,28.00000000005616,0.9967830882352876,0,0
1390,28.00000000005616,0.9967830882352876,0,0
1450,28.00000000005616,0.9967830882352876,0,0
1510,28.00000000005616,0.9967830882352876,0,0
1570,28.00000000005616,0.9967830882352876,0,0
1630,28.00000000005616,0.9967830882352876,0,0
1690,28.00000000005616,0.9967830882352876,0,0
1750,16.07008000003532,0.99815371323529,0,0
1810,0,1,0,0
1870,0,1,0,0
1930,0,1,0,0
1990,0,1,0,0
2050,0,1,0,0
2110,0,1,0,0
2170,0,1,0,0
2230,17.34168217605429,0.9980076192352878,0,0
2290,28.00000000005616,0.9967830882352876,0,0
2350,28.00000000005616,0.9967830882352876,0,0
2410,28.00000000005616,0.9967830882352876,0,0
2470,28.00000000005616,0.9967830882352876,0,0
2530,28.00000000005616,0.9967830882352876,0,0
2590,28.00000000005616,0.9967830882352876,0,0
2650,28.00000000005616,0.9967830882352876,0,0
2710,28.00000000005616,0.9967830882352876,0,0
2770,28.00000000005616,0.9967830882352876,0,0
2830,28.00000000005616,0.9967830882352876,0,0
2890,28.00000000005616,0.9967830882352876,0,0
2950,28.00000000005616,0.9967830882352876,0,0
3010,28.00000000005616,0.9967830882352876,0,0
3070,28.00000000005616,0.9967830882352876,0,0
3130,28.00000000005616,0.9967830882352876,0,0
3190,0,1,0,0
3250,0,1,0,0
3310,0,1,0,0
3370,0,1,0,0
3430,0,1,0,0
3490,0,1,0,0
3550,0,1,0,0
3610,0,1,0,0
3670,0,1,0,0
3730,0,1,0,0
3790,0,1,0,0
3850,0,1,0,0
3910,0,1,0,0
3970,0,1,0,0
4030,0,1,0,0
4090,0,1,0,0
4150,0,1,0,0
4210,0,1,0,0
4270,0,1,0,0
4330,0,1,0,0
4390,0,1,0,0
4450,0,1,0,0
4510,0,1,0,0
4570,0,1,0,0
4630,0,1,0,0
