bus,Pg,Qg,Qmax,Qmin,Vsp,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,rampAGC,ramp10,ramp30,rampQ,npf,MU_PMAX,MU_PMIN,MU_QMAX,MU_QMIN
30,-3.410605131648481e-13,161.762,400,140,1.0499,100,1,1040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2.7284841053187847e-12,221.574,300,-100,0.982,100,1,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0,206.965,300,150,0.9841,100,1,725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,651.9999999999999,108.293,250,0,0.9972,100,1,652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,508.0,166.688,167,0,1.0123,100,1,508.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.0,210.661,300,-100,1.0494,100,1,687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1.1368683772161603e-13,100.165,240,0,1.0636,100,1,580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0,-1.36945,250,0,1.0275,100,1,564.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,865.0,21.7327,300,-150,1.0265,100,1,865.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1100.0,78.4674,300,-100,1.03,100,1,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97.6,0.0,300,150,0.9841,100,1,97.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2.7284841053187847e-12,0.0,300,150,0.9841,100,1,322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9.663381206337363e-13,0.0,300,150,0.9841,100,1,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-2.5579538487363607e-13,0.0,300,150,0.9841,100,1,233.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,522.0,0.0,300,-150,1.0265,100,1,522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-1.2789769243681803e-13,0.0,300,-100,1.0494,100,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8.53,0.0,300,-100,1.03,100,1,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-2.8421709430404007e-13,0.0,250,0,0.9972,100,1,320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,5.4001247917767614e-12,0.0,240,0,1.0636,100,1,329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,-3.751665644813329e-12,0.0,300,150,0.9841,100,1,158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,680.0,0.0,400,140,1.0499,100,1,680.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1.7621459846850485e-12,0.0,300,-150,1.0265,100,1,274.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,218.3999999999952,0.0,400,140,1.0499,100,1,247.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1.1368683772161603e-12,0.0,300,150,0.9841,100,1,308.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-1.1368683772161603e-13,0.0,300,-150,1.0265,100,1,224.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4.831690603168681e-13,0.0,300,150,0.9841,100,1,139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2.2737367544323206e-13,0.0,300,150,0.9841,100,1,281.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,206.0,0.0,300,150,0.9841,100,1,206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,283.5,0.0,300,-150,1.0265,100,1,283.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1104.0,0.0,300,-100,1.0494,100,1,1104.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
