Resilience,Size,Restoration_time
9543.83383952779,614.2300000000016,2830
26433.129653912234,542.6392139325208,2950
10022.303878311424,202.54250418004935,2950
11135.85929100397,312.3801162229513,2830
51540.87088349511,1073.7681434061478,2830
29377.99661787173,617.2299999999992,2830
1027.229999999997,1027.229999999999,10
1489.861972230075,756.2327421761895,370
669.2611452214202,585.1518228750132,670
2958.9997527241844,626.071827853966,610
9248.732191147918,918.2604995132169,2830
690.6107386770451,491.80688585826283,1570
8183.194687080528,826.7345841886445,2950
27160.39130227307,741.9038127199321,6490
10157.501743486308,882.7644998565452,2890
11576.594433341956,725.5375965075857,3490
9549.761872405541,703.3222761911741,2830
1083.73,1083.7300000000014,10
120.11393475402166,60.05696737701189,70
10332.94265105742,625.7145500016647,2890
24633.17410955781,905.174109557814,8110
19633.727304509062,174.6822036878358,8350
1858.0935510981903,620.1713845640029,370
1362.4217903968572,558.9393568561148,190
1330.2727258772043,526.7902923364619,190
27105.055868825897,671.926214913666,3010
26046.136747737797,542.0936929093235,2830
686.4222709713592,162.3756599078532,190
5351.705244654726,549.3676994789605,730
7843.465897263292,787.2694720404652,2830
15576.890186112501,117.36958553242405,11530
36940.09661034519,732.3556441408255,2950
7864.752415661798,714.5126632692131,2830
51518.47789090076,187.4680026195648,15490
10034.749858478472,573.2300000000002,2830
12312.704291137557,338.89324578505915,2830
1048.0932221270132,174.68220368783557,310
1102.4599999999984,551.2299999999998,70
13384.194388445288,938.5689830508506,3730
13130.90430643236,795.8803097863581,2890
14842.357127571344,561.7374773512022,4330
442.87630203149126,435.23000000000104,70
946.0446150269426,579.2300000000002,190
507.2299999999985,507.22999999999985,10
44910.164484971,803.0706216634067,4270
10411.754157782489,706.9095840197372,2830
9654.743551054089,573.2299999999993,2830
20769.599999999988,432.6999999999996,2830
36781.886862626765,762.3680154907995,2890
414.44948729766236,414.4494872976642,10
34564.70149219484,537.3649927380425,2890
698.7288147513418,174.6822036878358,190
3481.337529976733,162.3756599078532,1150
507.2299999999992,507.2300000000006,10
2132.2467197480164,533.0616799370026,190
2316.9199999999983,579.2299999999999,190
117.37229828666652,117.37229828666864,10
11550.37365186777,240.63278441391182,2830
10759.331692117586,940.7905715123316,2830
11053.765965733806,230.2867909527876,2830
891.0782641263452,524.2636490994029,190
1216.1616714278928,681.4219949431522,250
2000.973977156567,400.19479543131314,250
9707.228101055756,625.7145500016647,2830
491.2299999999981,491.2300000000006,10
2267.8495831759046,542.3025363292263,430
10286.899178782613,625.7145500016647,3010
26239.905961336615,542.6392139325208,2890
507.2299999999986,507.23000000000025,10
21855.528877417197,533.0616799370049,2410
11780.2041693859,573.2299999999993,3490
32024.150274006548,625.7145500016647,4150
9930.597087532626,636.1898051933247,2830
30005.88989811545,565.6955200054047,3970
1746.822036878358,174.6822036878358,550
9964.27805091064,882.7644998565476,2830
551.2299999999993,551.2300000000007,10
8021.498141777038,605.8220008198621,2890
7863.011428299381,707.4365760666565,2830
1482.2260726091217,883.028027404892,190
11598.814778938688,289.073911484828,2830
491.22999999999956,491.2300000000009,10
8103.257100526248,525.0898075256385,2830
507.22999999999945,507.2300000000008,10
6343.530000000021,691.2300000000043,610
19606.26000000004,316.23000000000025,3670
38800.78754762692,905.4921076932754,2890
899.4520382061119,769.5341978323073,130
642.8763020314897,635.2299999999994,70
9686.89171528276,652.2300000000013,2890
10677.534640509268,1128.7299999999973,2830
38395.426043311585,896.8296138812007,2890
613.269795439777,613.2697954397784,10
21434.939081209923,573.2300000000018,2830
4023.7596930436316,602.0661421807406,5230
11737.583644484916,239.62065796266637,2890
698.7288147513418,174.6822036878358,190
38548.25218835654,803.0885872574279,2830
1710.9440076690562,435.23,3310
792.229999999999,792.2300000000005,10
