lines_out,no_load_shed_time,initial_load_shed,full_rest_time
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,168.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,26.0
1.0,1.0,4.599999999999454,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,141.75,1.0
1.0,1.0,4.599999999999454,97.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,2.0
1.0,1.0,0.0,181.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,200.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,318.1149999999989,1320.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,1440.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,546.0
1.0,1.0,0.0,1.0
1.0,1.0,4.600000000000364,141.0
1.0,60.0,0.0,240.0
1.0,1.0,0.0,14.0
1.0,1.0,0.0,1.0
1.0,1.0,4.599999999999454,91.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,289.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,12.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,2.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,1.0,4.599999999999454,537.0
1.0,60.0,0.0,60.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,1.0
1.0,60.0,9.094947017729282e-13,120.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,255.81499999998596,10.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,515.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,0.0,60.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,9.094947017729282e-13,1.0
1.0,1.0,0.0,5.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,60.0,135.8650000000007,120.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0
