Resilience,Size,Restoration_time
79.81700143135332,39.908500715678,70
194.87676056070717,64.95892018690304,130
-19824142327706795e-28,-27533531010703882e-30,0
9743.277954051115,275.31701784578473,2950
9234.298308261477,196.4744320906697,2770
-22852830738884222e-28,-27533531010703882e-30,0
414.40934332835616,103.60233583208958,190
-22026824808563106e-28,-27533531010703882e-30,0
9033.044269210437,186.60467299606972,2830
7206.328264057356,150.13183883452808,2830
9033.504303895143,187.0647076807756,2830
-20099477637813834e-28,-27533531010703882e-30,0
9079.239818415892,232.800222201524,2830
666.9225451923066,166.73063629807706,190
11856.748795007006,241.9744652042247,2890
217.33262499882608,72.44420833294271,130
9274.73724362971,193.22369257561897,2830
426.77335901622723,426.7733590162286,10
2445.430766846285,122.27153834231373,1150
259.83568074761024,64.95892018690304,190
51654867.99999999,171.99999999999997,9730
-2092548356813495e-27,-27533531010703882e-30,0
9401.132959379045,310.3792004338196,2830
-20099477637813834e-28,-27533531010703882e-30,0
1189.823395612672,463.89999999999975,190
12067.788204717493,281.142957604739,3670
7206.429889524085,150.23346430125747,2830
7298.591661415627,281.33217049311503,1750
815.6194559708329,815.6194559708342,10
489.0861533692559,122.27153834231373,190
-19824142327706795e-28,-27533531010703882e-30,0
9456.496797295356,181.7595536656473,2890
1676.5372458693214,22.851378502968014,3010
-2120081887824199e-27,-27533531010703882e-30,0
7206.328264057354,150.13183883452808,2830
114.94837621114772,114.94837621115002,10
-22852830738884222e-28,-27533531010703882e-30,0
64.95892018690107,64.95892018690304,10
-2065014825802791e-27,-27533531010703882e-30,0
534.739676484739,133.6849191211856,190
64.95892018690019,64.95892018690219,10
7206.328264057356,150.13183883452808,2830
9436.008336738709,354.49478568461865,2830
19.493884809282733,19.493884809284708,10
129.916967098448,64.95804691154692,70
9005.685426300288,159.24583008592109,2830
9274.737243629712,193.22369257562073,2830
10933.699386855142,227.78540389281548,2830
8257.251135899054,150.13183883452825,3250
-25055513219740533e-28,-27533531010703882e-30,0
24621.62156886261,-27533531010703882e-30,9850
974.3838028035439,64.95892018690287,850
-2065014825802791e-27,-27533531010703882e-30,0
51008.19426753383,188.22211906839075,16210
9274.737243629712,193.22369257562073,2830
64.9589201868993,64.95892018690219,10
-2120081887824199e-27,-27533531010703882e-30,0
-20099477637813834e-28,-27533531010703882e-30,0
552.7883210801282,552.7883210801295,10
489.0861533692564,122.27153834231453,190
7155.370460997143,99.1740357743144,2830
11195.992209768252,251.4435400343627,2830
-2065014825802791e-27,-27533531010703882e-30,0
9034.661715282758,188.22211906839075,2830
-5424105609108665e-27,-27533531010703882e-30,0
11159.352159879481,428.8005571068407,2830
-28359536941025e-25,-27533531010703882e-30,0
-19824142327706795e-28,-27533531010703882e-30,0
9467.96093620533,193.22369257562073,2890
489.0861533692567,122.27153834231453,190
-20099477637813834e-28,-27533531010703882e-30,0
9661.18462878095,193.22369257562073,2950
489.0861533692567,122.27153834231453,190
7806.855619395468,150.13183883452808,3070
489.08615336925635,122.27153834231453,190
-20099477637813834e-28,-27533531010703882e-30,0
7.646302031489718,-27533531010703882e-30,70
-26707525080382766e-28,-27533531010703882e-30,0
7355.395904572201,199.8210523394766,2830
142.0242247238504,142.02422472385246,10
7265.261589608982,209.06516438615333,2830
9274.73724362971,193.22369257561897,2830
376.62039238628006,94.15509809657053,190
489.0861533692567,122.27153834231453,190
10240.855706507804,193.22369257561897,3130
370.38381137640744,19.493884809284708,1090
9142.935182022356,296.4955858079883,2830
1036.7372514885772,552.7883210801295,130
241.97446520422247,241.9744652042245,10
12173.092632263995,193.22369257562073,3730
9177.698450795622,96.18489974153142,2830
246.93110244110076,123.4655512205515,70
-20374812947920873e-28,-27533531010703882e-30,0
978.1723067385146,122.27153834231453,430
-20099477637813834e-28,-27533531010703882e-30,0
2168.1978889529983,211.8532754759659,970
-19824142327706795e-28,-27533531010703882e-30,0
-20374812947920873e-28,-27533531010703882e-30,0
64.95892018690101,64.95892018690304,10
489.0861533692566,122.27153834231453,190
