f,t,R,X,B,rateA,rateB,rateC,tap,shift,status,angMin,angMax,Pf,Qf,Pt,Qt,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX,bus_type,tap_min,tap_max,Pf_des,ImF,ImT
1,2,0.0035,0.0411,0.6987,600,600,600,0.0,0,1,-360,360,-113.95108270904812,0.0,113.95108270904812,0.0,0,0,0,0,0,0,0,0,0,0
1,39,0.001,0.025,0.75,1000,1000,1000,0.0,0,1,-360,360,35.87108270904815,0.0,-35.87108270904815,0.0,0,0,0,0,0,0,0,0,0,0
2,3,0.0013,0.0151,0.2572,500,500,500,0.0,0,1,-360,360,499.9999999999992,0.0,-499.9999999999992,0.0,0,0,0,0,0,0,0,0,0,0
2,25,0.007,0.0086,0.146,500,500,500,0.0,0,1,-360,360,133.24782730746617,0.0,-133.24782730746617,0.0,0,0,0,0,0,0,0,0,0,0
2,30,0.0,0.0181,0.0,900,900,2500,1.025,0,1,-360,360,-373.5994550082569,0.0,373.5994550082569,0.0,0,0,0,0,0,0,0,0,0,0
3,4,0.0013,0.0213,0.2214,500,500,500,0.0,0,1,-360,360,405.26480880398486,0.0,-405.26480880398486,0.0,0,0,0,0,0,0,0,0,0,0
3,18,0.0011,0.0133,0.2138,500,500,500,0.0,0,1,-360,360,-162.86480880398574,0.0,162.86480880398574,0.0,0,0,0,0,0,0,0,0,0,0
4,5,0.0008,0.0128,0.1342,600,600,600,0.0,0,1,-360,360,177.7225570310879,0.0,-177.7225570310879,0.0,0,0,0,0,0,0,0,0,0,0
4,14,0.0008,0.0129,0.1382,500,500,500,0.0,0,1,-360,360,-172.4577482271029,0.0,172.4577482271029,0.0,0,0,0,0,0,0,0,0,0,0
5,6,0.0002,0.0026,0.0434,1200,1200,1200,0.0,0,1,-360,360,-38.630548291229026,0.0,38.630548291229026,0.0,0,0,0,0,0,0,0,0,0,0
5,8,0.0008,0.0112,0.1476,900,900,900,0.0,0,1,-360,360,216.35310532231728,0.0,-216.35310532231728,0.0,0,0,0,0,0,0,0,0,0,0
6,7,0.0006,0.0092,0.113,900,900,900,0.0,0,1,-360,360,245.21581196863397,0.0,-245.21581196863397,0.0,0,0,0,0,0,0,0,0,0,0
6,11,0.0007,0.0082,0.1389,480,480,480,0.0,0,1,-360,360,-164.71825177289543,0.0,164.71825177289543,0.0,0,0,0,0,0,0,0,0,0,0
6,31,0.0,0.025,0.0,1800,1800,1800,1.07,0,1,-360,360,-119.12810848696729,0.0,119.12810848696729,0.0,0,0,0,0,0,0,0,0,0,0
7,8,0.0004,0.0046,0.078,900,900,900,0.0,0,1,-360,360,58.175811968633916,0.0,-58.175811968633916,0.0,0,0,0,0,0,0,0,0,0,0
8,9,0.0023,0.0363,0.3804,900,900,900,0.0,0,1,-360,360,-247.4710827090484,0.0,247.4710827090484,0.0,0,0,0,0,0,0,0,0,0,0
9,39,0.001,0.025,1.2,900,900,900,0.0,0,1,-360,360,-252.67108270904828,0.0,252.67108270904828,0.0,0,0,0,0,0,0,0,0,0,0
10,11,0.0004,0.0043,0.0729,600,600,600,0.0,0,1,-360,360,153.00556385190276,0.0,-153.00556385190276,0.0,0,0,0,0,0,0,0,0,0,0
10,13,0.0004,0.0043,0.0729,600,600,600,0.0,0,1,-360,360,-153.00556385190325,0.0,153.00556385190325,0.0,0,0,0,0,0,0,0,0,0,0
10,32,0.0,0.02,0.0,900,900,2500,1.07,0,1,-360,360,2.8622937353617317e-13,0.0,-2.8622937353617317e-13,0.0,0,0,0,0,0,0,0,0,0,0
12,11,0.0016,0.0435,0.0,500,500,500,1.006,0,1,-360,360,11.712687920992714,0.0,-11.712687920992714,0.0,0,0,0,0,0,0,0,0,0,0
12,13,0.0016,0.0435,0.0,500,500,500,1.006,0,1,-360,360,-18.536687920992712,0.0,18.536687920992712,0.0,0,0,0,0,0,0,0,0,0,0
13,14,0.0009,0.0101,0.1723,600,600,600,0.0,0,1,-360,360,-171.54225177289595,0.0,171.54225177289595,0.0,0,0,0,0,0,0,0,0,0,0
14,15,0.0018,0.0217,0.366,600,600,600,0.0,0,1,-360,360,-343.9999999999989,0.0,343.9999999999989,0.0,0,0,0,0,0,0,0,0,0,0
15,16,0.0009,0.0094,0.171,600,600,600,0.0,0,1,-360,360,-599.9999999999991,0.0,599.9999999999991,0.0,0,0,0,0,0,0,0,0,0,0
